ID,Rating,Tomatometer,Weighted_Score,Audience_Score,Awards,Nominations
5,R,13,31,69,NULL,NULL
6,R,35,41,54,NULL,NULL
11,PG-13,52,63,86,NULL,NULL
12,G,99,94,86,1,4
13,PG-13,71,79,95,6,13
14,R,87,89,93,5,8
16,R,69,76,91,NULL,NULL
18,PG-13,71,76,86,NULL,NULL
20,R,65,72,87,NULL,NULL
22,PG-13,80,82,86,NULL,NULL
24,R,85,83,81,NULL,NULL
25,R,61,63,68,NULL,NULL
27,,24,26,32,NULL,NULL
28,R,98,96,94,2,8
33,,94,88,77,NULL,NULL
35,PG-13,87,83,77,NULL,NULL
38,R,92,92,94,1,2
58,PG-13,53,59,72,NULL,NULL
59,R,87,83,76,NULL,NULL
63,R,88,88,88,NULL,NULL
65,R,75,68,54,1,1
66,R,56,54,52,NULL,NULL
67,PG-13,89,88,87,NULL,NULL
68,R,98,95,90,NULL,NULL
69,PG-13,82,84,90,1,5
70,PG-13,90,90,90,4,7
71,R,85,86,89,NULL,NULL
73,R,84,88,96,NULL,NULL
74,PG-13,17,26,45,NULL,NULL
75,PG-13,56,54,53,NULL,NULL
76,R,100,97,93,NULL,NULL
77,R,93,93,94,NULL,NULL
78,R,88,87,86,2,5
80,R,94,93,92,NULL,NULL
82,R,47,45,43,NULL,NULL
83,R,25,21,15,NULL,NULL
85,PG,93,94,96,"4 (1)",8
87,PG-13,84,87,94,1,3
88,TVPG,19,24,36,NULL,NULL
89,PG-13,84,87,94,1,3
90,R,11,19,35,NULL,NULL
95,PG-13,38,49,73,NULL,NULL
96,R,46,49,57,NULL,NULL
97,PG,72,71,69,NULL,NULL
98,R,80,82,87,5,12
100,R,75,81,93,NULL,NULL
101,R,74,81,95,NULL,NULL
105,PG,80,79,78,NULL,NULL
106,R,80,82,87,NULL,NULL
107,R,74,80,93,NULL,NULL
111,R,79,83,93,NULL,NULL
114,R,64,65,68,NULL,NULL
115,R,79,83,93,NULL,NULL
116,R,77,78,81,NULL,NULL
117,R,82,84,89,1,4
118,PG,83,72,51,NULL,NULL
120,PG-13,91,92,95,4,13
121,PG-13,95,95,95,2,6
122,PG-13,93,90,86,11,11
123,PG-13,93,90,86,11,11
134,PG-13,79,82,89,NULL,NULL
137,PG,94,92,88,NULL,NULL
141,,100,96,91,NULL,NULL
142,R,88,86,82,3,8
150,R,92,84,69,NULL,NULL
152,G,53,49,42,NULL,NULL
153,R,95,91,85,1,4
154,PG,86,87,90,NULL,NULL
155,PG-13,87,88,90,NULL,NULL
157,PG,78,73,65,NULL,NULL
161,PG-13,83,82,80,NULL,NULL
162,PG-13,89,89,91,NULL,NULL
163,PG-13,55,56,60,NULL,NULL
165,PG,63,70,85,NULL,NULL
167,PG-13,42,52,74,NULL,NULL
168,PG,82,81,81,NULL,NULL
169,R,31,35,44,NULL,NULL
170,R,87,86,85,NULL,NULL
172,PG,22,22,24,NULL,NULL
174,PG,83,83,84,NULL,NULL
176,R,50,61,84,NULL,NULL
177,R,84,84,85,1,5
178,R,39,39,40,NULL,NULL
180,PG-13,90,86,80,NULL,NULL
182,R,34,33,33,NULL,NULL
183,TVMA,73,69,63,NULL,NULL
184,R,87,86,85,NULL,NULL
186,R,51,63,87,NULL,NULL
187,R,76,76,78,NULL,NULL
189,R,43,43,44,NULL,NULL
192,R,75,78,85,NULL,NULL
193,PG,48,51,57,NULL,NULL
196,PG,80,79,78,NULL,NULL
197,R,75,78,85,5,10
199,PG-13,92,91,89,NULL,NULL
200,PG,55,51,44,NULL,NULL
201,PG-13,38,41,49,NULL,NULL
205,PG-13,91,92,94,NULL,NULL
207,PG,84,86,92,1,4
214,R,30,43,71,NULL,NULL
215,R,37,44,59,NULL,NULL
217,PG-13,77,69,53,NULL,NULL
218,R,100,96,89,NULL,NULL
226,R,90,89,87,NULL,NULL
227,PG,70,74,82,NULL,NULL
231,R,73,71,67,1,2
232,R,75,76,80,NULL,NULL
235,R,92,92,94,NULL,NULL
236,R,81,82,84,NULL,NULL
237,NC-17,62,57,49,NULL,NULL
241,R,48,59,81,NULL,NULL
242,R,66,65,65,NULL,NULL
243,R,91,90,90,NULL,NULL
245,PG-13,93,80,55,NULL,NULL
249,R,83,79,71,NULL,NULL
251,,100,91,75,NULL,NULL
254,PG-13,84,72,50,3,4
257,PG-13,60,61,63,NULL,NULL
262,PG,90,90,90,NULL,NULL
268,PG-13,81,78,73,NULL,NULL
272,PG-13,84,87,94,NULL,NULL
274,R,95,95,95,5,7
275,R,94,93,93,2,7
277,R,31,47,79,NULL,NULL
278,R,91,93,98,NULL,NULL
279,PG,89,91,95,8,11
280,R,91,92,95,4,6
281,R,67,69,73,NULL,NULL
285,PG-13,44,53,72,NULL,NULL
287,R,97,91,82,NULL,NULL
290,R,89,89,89,NULL,NULL
291,PG-13,93,93,94,NULL,NULL
292,R,92,86,74,NULL,NULL
293,PG,80,81,83,1,3
294,R,90,85,77,NULL,NULL
296,R,69,61,46,NULL,NULL
297,PG-13,46,57,81,NULL,NULL
298,PG-13,70,71,75,NULL,NULL
302,R,83,77,67,NULL,NULL
306,R,11,19,35,NULL,NULL
308,R,87,81,70,NULL,NULL
310,PG-13,48,51,57,NULL,NULL
311,R,87,89,93,NULL,NULL
313,,64,71,86,NULL,NULL
314,PG-13,8,11,18,NULL,NULL
318,R,25,39,67,NULL,NULL
319,R,93,93,93,NULL,NULL
320,R,92,87,77,NULL,NULL
321,R,32,43,66,NULL,NULL
322,R,89,89,89,2,6
326,R,69,62,49,NULL,NULL
327,,94,96,100,NULL,NULL
329,PG-13,49,44,36,NULL,NULL
330,PG-13,54,53,51,NULL,NULL
331,PG-13,49,44,36,NULL,NULL
332,G,40,34,23,NULL,NULL
334,R,83,85,89,NULL,NULL
339,R,76,81,91,NULL,NULL
340,PG-13,66,73,89,NULL,NULL
345,R,76,75,74,NULL,NULL
348,R,98,96,94,1,2
350,PG-13,75,75,76,NULL,NULL
364,PG-13,81,78,73,NULL,NULL
377,R,14,23,43,NULL,NULL
378,PG-13,90,88,85,NULL,NULL
379,R,93,92,90,NULL,NULL
380,R,89,89,90,4,8
388,R,86,85,85,NULL,NULL
392,PG-13,63,69,83,NULL,NULL
393,R,84,85,89,NULL,NULL
395,PG-13,22,27,39,NULL,NULL
398,R,89,86,82,1,5
400,R,34,46,72,NULL,NULL
401,R,86,86,88,NULL,NULL
402,R,6,12,26,NULL,NULL
403,PG,84,83,81,4,9
404,G,95,93,91,NULL,NULL
409,R,86,85,83,9,12
411,PG,75,70,61,1,3
414,PG-13,39,36,32,NULL,NULL
415,PG-13,81,78,73,NULL,NULL
421,R,57,65,82,NULL,NULL
423,R,95,95,96,3,7
424,R,98,97,97,NULL,NULL
425,PG,18,25,39,NULL,NULL
431,R,64,68,76,NULL,NULL
435,PG-13,45,46,50,NULL,NULL
440,R,12,18,30,NULL,NULL
441,,97,89,76,NULL,NULL
451,R,91,89,85,1,4
453,PG-13,74,80,93,4,8
454,PG-13,73,74,77,NULL,NULL
455,PG-13,85,81,73,NULL,NULL
462,R,85,83,81,1,5
468,R,80,80,80,NULL,NULL
470,R,81,82,86,NULL,NULL
473,R,88,87,85,NULL,NULL
476,R,97,92,85,NULL,NULL
479,R,34,54,94,NULL,NULL
483,R,65,70,81,NULL,NULL
489,R,97,95,94,2,9
492,R,94,91,87,NULL,NULL
496,R,90,86,79,NULL,NULL
497,R,79,84,94,NULL,NULL
500,R,90,91,94,NULL,NULL
503,PG-13,33,36,43,NULL,NULL
505,R,57,53,46,NULL,NULL
507,R,36,45,64,NULL,NULL
508,R,64,66,72,NULL,NULL
509,PG-13,84,82,79,NULL,NULL
512,PG-13,41,45,55,NULL,NULL
522,R,93,91,88,2,2
524,R,79,83,93,NULL,NULL
525,R,72,78,92,NULL,NULL
526,PG-13,65,68,74,NULL,NULL
533,G,95,89,79,1,1
534,PG-13,33,39,53,NULL,NULL
535,R,37,45,61,1,4
544,R,84,76,61,NULL,NULL
546,R,77,79,83,NULL,NULL
547,PG-13,74,73,72,NULL,NULL
549,R,67,70,77,NULL,NULL
550,R,79,84,96,NULL,NULL
553,R,69,75,89,NULL,NULL
557,PG,95,95,96,NULL,NULL
558,PG-13,93,89,82,1,3
559,PG-13,63,59,51,NULL,NULL
561,R,46,54,72,NULL,NULL
562,R,58,66,83,NULL,NULL
563,R,50,39,19,NULL,NULL
564,PG-13,15,21,35,NULL,NULL
565,PG-13,20,24,33,NULL,NULL
568,PG,96,93,87,2,9
579,PG,61,53,39,NULL,NULL
581,PG-13,87,87,87,7,12
583,R,96,95,93,NULL,NULL
584,PG-13,37,41,50,NULL,NULL
585,G,96,94,90,1,4
586,R,86,82,76,NULL,NULL
587,PG-13,91,84,70,NULL,NULL
588,R,8,17,35,NULL,NULL
590,,100,94,83,NULL,NULL
591,PG-13,25,35,57,NULL,NULL
594,PG-13,61,65,74,NULL,NULL
597,PG-13,88,81,69,11,14
600,R,91,92,94,NULL,NULL
601,PG,99,90,72,NULL,NULL
602,PG-13,29,29,30,NULL,NULL
603,R,63,63,63,NULL,NULL
604,R,73,72,72,NULL,NULL
605,R,34,42,60,NULL,NULL
606,PG,62,68,82,7,11
607,PG-13,23,37,66,NULL,NULL
608,PG-13,38,40,45,NULL,NULL
609,PG-13,29,26,22,NULL,NULL
612,PG-13,86,83,78,NULL,NULL
615,R,49,59,80,NULL,NULL
616,R,66,71,83,NULL,NULL
617,R,64,60,53,NULL,NULL
619,R,71,69,67,NULL,NULL
620,PG-13,73,65,49,NULL,NULL
621,PG,77,80,87,NULL,NULL
622,R,43,47,57,NULL,NULL
623,R,96,92,84,1,3
625,R,93,92,91,3,7
627,R,90,91,93,NULL,NULL
628,R,63,70,86,NULL,NULL
629,R,88,90,96,2,2
634,R,80,80,81,NULL,NULL
635,R,82,81,81,NULL,NULL
638,R,68,74,87,NULL,NULL
639,R,91,90,89,NULL,NULL
640,PG-13,96,93,89,NULL,NULL
641,R,78,83,93,NULL,NULL
644,PG-13,75,71,64,NULL,NULL
650,R,96,95,93,NULL,NULL
652,R,53,59,73,NULL,NULL
655,R,94,93,93,NULL,NULL
663,R,18,32,62,NULL,NULL
664,PG-13,63,61,58,NULL,NULL
671,PG,81,81,82,NULL,NULL
672,PG,82,81,80,NULL,NULL
673,PG,90,88,86,NULL,NULL
674,PG-13,88,83,74,NULL,NULL
675,PG-13,78,79,81,NULL,NULL
676,PG-13,24,38,66,1,4
679,R,98,96,94,2,7
680,R,92,93,96,1,7
686,PG,68,71,78,NULL,NULL
687,R,95,91,85,1,4
688,PG-13,90,89,87,NULL,NULL
691,PG,82,80,77,NULL,NULL
693,PG-13,38,44,58,NULL,NULL
694,R,82,85,93,NULL,NULL
696,R,94,93,92,NULL,NULL
698,PG,59,53,43,NULL,NULL
699,PG,69,67,64,NULL,NULL
700,PG,42,43,47,NULL,NULL
703,PG,97,95,92,4,5
707,PG,37,38,40,NULL,NULL
708,PG,73,70,66,NULL,NULL
709,PG-13,79,73,61,NULL,NULL
710,PG-13,80,81,83,NULL,NULL
711,PG-13,74,75,79,NULL,NULL
712,R,96,88,74,NULL,NULL
713,,44,48,58,NULL,NULL
714,PG-13,57,55,53,NULL,NULL
744,PG-13,96,97,99,1,6
745,PG-13,86,87,90,NULL,NULL
746,PG-13,87,87,88,9,9
747,R,92,92,93,NULL,NULL
752,R,73,78,90,NULL,NULL
754,R,92,88,82,NULL,NULL
755,R,22,22,23,NULL,NULL
763,R,17,34,69,NULL,NULL
764,NC-17,85,84,84,NULL,NULL
765,R,88,88,89,NULL,NULL
766,R,69,75,87,NULL,NULL
767,PG,84,82,78,NULL,NULL
768,R,57,60,66,NULL,NULL
769,R,96,96,97,1,6
771,PG,32,30,27,NULL,NULL
772,PG,35,44,62,NULL,NULL
773,R,91,91,91,2,4
782,PG-13,82,83,87,NULL,NULL
783,PG,89,90,92,8,11
786,R,89,90,92,1,4
787,,20,44,93,NULL,NULL
788,PG,70,72,77,1,1
790,PG-13,4,9,19,NULL,NULL
791,PG-13,4,9,19,NULL,NULL
792,R,89,90,93,4,8
795,PG-13,58,66,82,NULL,NULL
796,R,17,18,20,NULL,NULL
801,R,89,86,82,NULL,NULL
806,R,26,30,40,NULL,NULL
807,R,82,86,95,NULL,NULL
808,PG,88,88,90,1,2
809,PG,89,82,69,NULL,NULL
810,PG,41,44,52,NULL,NULL
812,PG,57,69,94,NULL,NULL
813,PG,97,94,89,NULL,NULL
814,R,89,87,85,1,1
816,PG-13,73,74,77,NULL,NULL
817,PG-13,53,58,71,NULL,NULL
818,PG-13,53,49,44,NULL,NULL
819,R,73,77,85,NULL,NULL
820,R,84,85,88,2,8
824,PG-13,75,79,89,NULL,NULL
825,R,60,66,79,NULL,NULL
834,R,17,35,72,NULL,NULL
837,R,80,80,80,NULL,NULL
840,PG,94,91,85,"1 (1)",8
841,PG-13,83,85,90,6,10
846,PG-13,32,32,32,NULL,NULL
847,PG,53,61,80,NULL,NULL
848,,90,80,61,NULL,NULL
849,PG,29,36,52,NULL,NULL
850,PG,79,78,76,NULL,NULL
853,R,53,62,82,NULL,NULL
854,,67,69,74,NULL,NULL
855,R,77,80,88,2,4
856,PG,97,92,85,"3 (1)",6
857,R,94,94,95,5,11
858,PG,75,75,75,NULL,NULL
860,PG,93,87,76,NULL,NULL
861,PG-13,31,36,47,NULL,NULL
862,G,97,95,94,1,2
863,G,100,95,87,NULL,NULL
864,PG,76,77,81,NULL,NULL
865,R,66,64,60,NULL,NULL
866,PG,83,84,87,1,7
867,R,15,19,28,NULL,NULL
869,PG-13,44,38,27,NULL,NULL
873,PG-13,73,80,94,NULL,NULL
879,PG,29,44,76,NULL,NULL
881,R,84,85,89,NULL,NULL
888,PG,25,23,20,NULL,NULL
889,PG,25,23,20,NULL,NULL
913,R,69,71,77,NULL,NULL
918,,33,33,34,NULL,NULL
920,G,75,76,80,NULL,NULL
921,PG-13,80,83,91,NULL,NULL
922,R,41,43,47,NULL,NULL
923,R,76,76,77,NULL,NULL
924,R,76,76,77,NULL,NULL
925,R,92,91,89,NULL,NULL
926,PG,90,86,79,NULL,NULL
927,PG,86,83,78,NULL,NULL
928,PG-13,71,66,58,NULL,NULL
929,,71,62,45,NULL,NULL
941,R,52,56,64,NULL,NULL
942,R,82,80,77,NULL,NULL
943,R,58,59,61,NULL,NULL
944,R,52,56,64,NULL,NULL
948,R,79,76,71,NULL,NULL
949,R,88,90,94,NULL,NULL
950,PG,57,61,71,NULL,NULL
951,PG-13,29,27,24,NULL,NULL
953,PG,55,58,66,NULL,NULL
954,PG-13,97,93,88,NULL,NULL
955,PG-13,56,51,42,NULL,NULL
956,PG-13,71,70,69,NULL,NULL
957,PG,57,65,83,NULL,NULL
978,PG-13,58,63,73,NULL,NULL
985,,91,88,82,NULL,NULL
988,PG,88,85,80,NULL,NULL
1018,R,85,85,87,NULL,NULL
1024,R,95,91,83,NULL,NULL
1049,PG-13,63,62,60,NULL,NULL
1058,,84,83,83,NULL,NULL
1073,R,63,66,74,NULL,NULL
1088,PG-13,91,90,88,NULL,NULL
1089,,11,17,29,NULL,NULL
1090,R,29,40,64,NULL,NULL
1091,TV14,100,94,85,NULL,NULL
1103,R,86,83,77,NULL,NULL
1116,,90,89,87,NULL,NULL
1123,PG-13,75,73,71,NULL,NULL
1124,PG-13,76,81,92,NULL,NULL
1125,PG-13,79,76,71,2,8
1164,R,69,71,77,1,7
1165,,90,83,71,NULL,NULL
1213,R,85,83,80,NULL,NULL
1245,PG,96,93,89,NULL,NULL
1246,PG,77,76,76,NULL,NULL
1247,R,56,54,51,NULL,NULL
1248,R,15,28,55,NULL,NULL
1250,PG-13,18,22,31,NULL,NULL
1251,R,91,89,86,1,4
1252,R,47,47,49,NULL,NULL
1259,R,88,86,83,NULL,NULL
1262,PG-13,73,77,85,NULL,NULL
1265,PG,85,80,70,NULL,NULL
1266,R,36,43,58,NULL,NULL
1267,G,67,69,74,NULL,NULL
1268,G,51,50,49,NULL,NULL
1271,R,61,70,89,NULL,NULL
1272,R,76,75,73,NULL,NULL
1273,PG,35,43,60,NULL,NULL
1278,NC-17,60,66,78,NULL,NULL
